,price,vehicleType,yearOfRegistration,gearbox,powerPS,kilometer,fuelType,brand,notRepairedDamage
25344,1299,small car,2001,manual,75,150000,diesel,volkswagen,no
25345,2200,station wagon,1999,manual,160,150000,petrol,volvo,no
25346,4500,bus,2005,manual,101,150000,diesel,volkswagen,no
25347,2650,small car,2002,automatic,105,125000,petrol,volkswagen,no
25348,2700,coupe,2018,manual,75,150000,diesel,opel,no
25349,8000,limousine,2013,manual,68,5000,petrol,skoda,no
25350,27900,station wagon,2015,automatic,179,20000,diesel,ford,no
25351,25500,coupe,2013,automatic,177,30000,diesel,volkswagen,no
25352,850,small car,2000,manual,75,150000,petrol,seat,no
25353,9950,limousine,2004,automatic,177,150000,diesel,bmw,no
25354,1300,small car,1997,manual,75,150000,petrol,volkswagen,no
25355,3950,small car,2002,automatic,75,50000,petrol,volkswagen,no
25356,22400,station wagon,2011,manual,190,90000,diesel,audi,no
25357,5600,coupe,2018,manual,90,70000,petrol,fiat,no
25358,1650,station wagon,1989,manual,136,150000,petrol,audi,no
25359,9500,limousine,2007,manual,143,150000,diesel,bmw,no
25360,400,small car,1997,manual,50,150000,petrol,volkswagen,yes
25361,3300,station wagon,2001,manual,136,150000,diesel,bmw,no
25362,6500,station wagon,2006,manual,163,20000,petrol,mercedes_benz,no
25363,3750,limousine,2004,manual,95,90000,petrol,mercedes_benz,no
25364,200,small car,1989,manual,52,100000,petrol,ford,no
25365,850,limousine,2002,manual,75,125000,petrol,renault,yes
25366,1000,coupe,1994,manual,55,150000,petrol,volkswagen,no
25367,3250,limousine,2001,manual,118,150000,petrol,bmw,no
25368,750,small car,1999,manual,54,150000,petrol,opel,no
25369,31500,bus,2014,automatic,179,90000,diesel,volkswagen,no
25370,7999,bus,2008,automatic,116,90000,petrol,mercedes_benz,no
25371,4900,limousine,2004,manual,150,150000,petrol,bmw,no
25372,6495,coupe,2004,automatic,170,150000,diesel,mercedes_benz,no
25373,21400,coupe,1966,automatic,200,90000,petrol,ford,no
25374,4999,small car,2008,manual,80,125000,petrol,volkswagen,no
25375,1350,coupe,2016,automatic,189,150000,lpg,chevrolet,yes
25376,670,small car,1996,manual,75,150000,petrol,volkswagen,no
25377,6990,small car,2012,manual,92,150000,diesel,peugeot,no
25378,3499,limousine,2001,automatic,184,150000,diesel,bmw,no
25379,750,limousine,1998,manual,109,150000,petrol,renault,no
25380,2200,limousine,2004,manual,103,125000,petrol,fiat,no
25381,5199,small car,2009,automatic,71,80000,petrol,smart,no
25382,5600,limousine,2005,automatic,150,150000,diesel,mercedes_benz,no
25383,4720,coupe,1991,manual,169,150000,petrol,nissan,no
25384,17500,suv,2009,manual,170,80000,diesel,volkswagen,no
25385,9300,station wagon,2007,manual,129,150000,petrol,bmw,no
25386,4500,limousine,2004,manual,105,150000,diesel,volkswagen,no
25387,18000,bus,2009,manual,140,5000,diesel,volkswagen,no
25388,3200,limousine,1998,manual,190,150000,petrol,volkswagen,no
25389,2800,limousine,1996,automatic,150,150000,diesel,mercedes_benz,yes
25390,4100,coupe,2017,automatic,116,125000,petrol,bmw,no
25391,950,station wagon,1996,manual,144,150000,petrol,volvo,yes
25392,7500,limousine,2005,manual,143,150000,petrol,mercedes_benz,no
25393,5999,station wagon,2006,manual,136,150000,diesel,volvo,no
25394,1500,limousine,1999,manual,75,150000,petrol,renault,no
25395,220,coupe,2000,automatic,54,125000,petrol,smart,no
25396,2950,limousine,1999,automatic,193,125000,petrol,audi,no
25397,999,station wagon,1998,manual,75,150000,petrol,opel,no
25398,1650,limousine,2003,manual,90,150000,diesel,ford,no
25399,5900,station wagon,2006,manual,185,150000,diesel,volvo,no
25400,2300,suv,2000,manual,97,150000,diesel,land_rover,no
25401,4550,limousine,2002,automatic,129,80000,petrol,mercedes_benz,no
25402,12000,bus,2010,manual,147,80000,petrol,toyota,no
25403,500,limousine,1992,automatic,115,125000,petrol,audi,yes
25404,800,small car,1998,manual,75,150000,petrol,seat,no
25405,600,station wagon,2002,manual,109,150000,petrol,citroen,no
25406,4500,station wagon,2008,manual,140,100000,diesel,mazda,no
25407,10490,limousine,2002,automatic,306,150000,petrol,mercedes_benz,no
25408,8450,bus,2002,manual,102,150000,diesel,volkswagen,no
25409,3099,small car,2009,manual,58,100000,petrol,renault,no
25410,4500,station wagon,2006,manual,103,150000,diesel,volkswagen,no
25411,700,small car,1997,manual,60,150000,lpg,opel,no
25412,599,limousine,1995,manual,90,150000,petrol,honda,no
25413,9500,bus,2008,manual,175,150000,diesel,ford,no
25414,799,coupe,2017,manual,75,150000,petrol,renault,no
25415,900,small car,2000,manual,82,150000,petrol,fiat,yes
25416,2900,limousine,2004,manual,105,90000,petrol,seat,no
25417,2400,suv,2001,manual,113,70000,diesel,hyundai,yes
25418,1400,limousine,2000,manual,101,150000,petrol,opel,no
25419,500,station wagon,1997,manual,110,150000,diesel,audi,yes
25420,2990,coupe,1991,automatic,179,150000,petrol,mercedes_benz,no
25421,2100,station wagon,2000,automatic,120,150000,diesel,mercedes_benz,no
25422,9300,bus,2008,manual,136,100000,diesel,citroen,yes
25423,4290,small car,2008,manual,68,70000,petrol,citroen,no
25424,1,station wagon,1999,manual,120,150000,petrol,renault,yes
25425,699,small car,1998,manual,75,150000,petrol,renault,no
25426,7900,cabrio,1994,manual,136,150000,petrol,mercedes_benz,no
25427,4900,station wagon,2008,manual,105,150000,diesel,volkswagen,no
25428,1450,small car,2001,manual,61,150000,petrol,smart,no
25429,1600,limousine,1998,manual,75,150000,petrol,renault,no
25430,2650,limousine,2005,manual,75,125000,petrol,smart,no
25431,17900,limousine,2012,manual,211,80000,petrol,volkswagen,no
25432,1599,small car,2000,manual,60,150000,petrol,volkswagen,no
25433,1000,small car,1996,manual,54,125000,petrol,renault,yes
25434,19600,station wagon,2011,automatic,184,150000,diesel,bmw,no
25435,1400,coupe,2017,manual,75,150000,petrol,volkswagen,no
25436,12000,limousine,2005,automatic,333,150000,petrol,bmw,no
25437,29800,limousine,2010,automatic,408,125000,petrol,bmw,no
25438,1590,coupe,2017,manual,60,80000,petrol,citroen,no
25439,2250,limousine,2001,manual,105,150000,petrol,volkswagen,no
25440,250,small car,1997,manual,50,150000,petrol,renault,no
25441,2190,bus,2006,manual,103,150000,petrol,hyundai,no
25442,2100,limousine,1998,manual,165,150000,petrol,audi,no
25443,1300,limousine,1998,manual,75,150000,petrol,volkswagen,no
25444,13900,station wagon,2008,automatic,177,150000,diesel,bmw,no
25445,450,limousine,1997,manual,88,80000,petrol,mazda,no
25446,1800,small car,2002,automatic,61,100000,petrol,smart,no
25447,1990,station wagon,1996,automatic,150,150000,petrol,mercedes_benz,no
25448,1950,limousine,1997,automatic,193,150000,petrol,bmw,no
25449,850,limousine,1992,manual,150,150000,petrol,ford,no
25450,13300,station wagon,2011,automatic,215,150000,diesel,volvo,no
25451,950,station wagon,1998,manual,122,150000,petrol,mercedes_benz,no
25452,2350,small car,2002,manual,50,125000,petrol,volkswagen,no
25453,1300,station wagon,1999,manual,95,150000,petrol,volvo,no
25454,20000,limousine,2004,automatic,396,90000,petrol,jaguar,no
25455,850,limousine,1995,manual,75,150000,petrol,volkswagen,no
25456,1999,small car,1993,manual,54,90000,petrol,volkswagen,no
25457,1500,cabrio,1993,manual,116,125000,petrol,mazda,no
25458,8400,small car,2014,manual,60,20000,petrol,seat,no
25459,700,small car,2003,manual,60,150000,petrol,fiat,no
25460,6490,small car,2009,manual,80,125000,petrol,volkswagen,no
25461,2999,small car,2011,manual,73,125000,petrol,peugeot,yes
25462,9990,limousine,2011,manual,140,50000,petrol,opel,no
25463,19200,cabrio,2008,automatic,184,50000,petrol,mercedes_benz,no
25464,500,coupe,2016,manual,60,60000,petrol,ford,no
25465,3490,station wagon,2005,manual,155,150000,petrol,opel,no
25466,3499,station wagon,2003,manual,101,150000,diesel,volkswagen,no
25467,3150,small car,2003,manual,101,150000,diesel,volkswagen,no
25468,14500,limousine,2011,automatic,245,90000,diesel,bmw,no
25469,1499,limousine,2001,manual,101,150000,petrol,opel,no
25470,24000,station wagon,2014,automatic,150,60000,diesel,skoda,no
25471,1499,limousine,1995,manual,101,150000,petrol,audi,no
25472,25999,coupe,2005,automatic,367,150000,petrol,bmw,no
25473,500,limousine,1995,manual,90,150000,petrol,volkswagen,yes
25474,37500,station wagon,2016,manual,230,5000,petrol,skoda,no
25475,1899,limousine,2003,automatic,95,150000,diesel,mercedes_benz,no
25476,720,small car,1997,manual,45,150000,petrol,opel,no
25477,6250,small car,2011,manual,69,125000,petrol,seat,no
25478,15300,station wagon,2013,manual,115,50000,diesel,ford,no
25479,20400,suv,2014,manual,140,30000,diesel,volkswagen,no
25480,3399,limousine,2003,manual,110,150000,diesel,seat,no
25481,900,small car,1998,manual,54,90000,petrol,opel,no
25482,650,small car,2001,manual,60,125000,petrol,fiat,no
25483,2200,small car,2003,manual,64,150000,petrol,volkswagen,no
25484,2300,small car,2001,manual,75,125000,petrol,seat,no
25485,2650,cabrio,1994,manual,165,150000,petrol,bmw,no
25486,999,small car,2000,manual,50,125000,petrol,seat,no
25487,2100,station wagon,1998,automatic,150,150000,diesel,audi,yes
25488,6450,coupe,1991,automatic,179,150000,petrol,mercedes_benz,no
25489,11950,station wagon,2007,automatic,232,125000,diesel,audi,no
25490,7500,bus,2009,manual,109,150000,diesel,ford,no
25491,3390,coupe,2016,manual,94,150000,cng,opel,no
25492,5200,coupe,2016,manual,90,150000,diesel,seat,no
25493,999,small car,1997,manual,60,150000,petrol,volkswagen,no
25494,550,limousine,1995,manual,75,150000,petrol,volkswagen,yes
25495,3000,coupe,1999,automatic,193,150000,petrol,mercedes_benz,no
25496,6890,small car,2007,manual,120,125000,petrol,mini,no
25497,9000,station wagon,2009,manual,143,150000,diesel,audi,no
25498,36950,limousine,2010,automatic,299,90000,diesel,bmw,no
25499,14200,cabrio,2007,manual,163,80000,petrol,mercedes_benz,no
25500,2499,small car,2003,manual,80,80000,petrol,nissan,no
25501,24300,suv,2012,manual,190,80000,diesel,nissan,no
25502,3150,limousine,2004,manual,143,150000,petrol,bmw,no
25503,1550,coupe,1994,manual,140,150000,petrol,bmw,no
25504,6800,bus,2010,manual,150,150000,diesel,mercedes_benz,no
25505,1899,bus,2003,manual,75,150000,petrol,citroen,no
25506,6949,bus,2011,manual,101,90000,diesel,opel,no
25507,8940,limousine,2009,manual,80,60000,petrol,volkswagen,no
25508,29990,limousine,2013,automatic,204,50000,hybrid,mercedes_benz,no
25509,95000,limousine,2010,automatic,500,10000,petrol,porsche,no
25510,199,small car,1997,manual,50,125000,petrol,seat,no
25511,4350,station wagon,2007,manual,90,150000,diesel,opel,no
25512,22990,cabrio,2014,automatic,122,30000,petrol,mini,no
25513,490,cabrio,2001,manual,69,150000,petrol,smart,yes
25514,4999,station wagon,2003,manual,143,125000,petrol,bmw,no
25515,11500,small car,2012,manual,90,30000,petrol,renault,no
25516,8000,station wagon,2011,automatic,156,30000,petrol,mercedes_benz,no
25517,350,station wagon,1998,manual,116,150000,petrol,volvo,yes
25518,699,limousine,1994,manual,75,150000,diesel,audi,yes
25519,2000,station wagon,2006,manual,109,150000,diesel,ford,no
25520,1000,station wagon,1998,manual,101,150000,petrol,volkswagen,no
25521,999,limousine,1999,manual,90,150000,petrol,citroen,yes
25522,7500,cabrio,2005,manual,91,125000,petrol,mini,no
25523,999,station wagon,1996,manual,116,150000,petrol,volkswagen,yes
25524,2700,small car,2006,manual,131,150000,diesel,fiat,no
25525,1500,bus,2001,manual,82,150000,diesel,mercedes_benz,yes
25526,16500,coupe,2000,manual,300,150000,petrol,porsche,no
25527,6800,small car,2010,manual,82,70000,petrol,ford,no
25528,500,bus,1998,automatic,107,150000,petrol,ford,yes
25529,1,coupe,1970,manual,34,150000,petrol,volkswagen,no
25530,11000,cabrio,2007,manual,245,125000,petrol,porsche,no
25531,2300,limousine,2001,manual,105,150000,petrol,bmw,no
25532,3200,station wagon,2005,automatic,131,150000,diesel,volkswagen,no
25533,8600,station wagon,2006,manual,163,150000,diesel,bmw,no
25534,2222,coupe,1999,automatic,224,150000,petrol,mercedes_benz,no
25535,15550,small car,2014,manual,86,10000,petrol,audi,no
25536,7700,suv,2008,manual,141,100000,petrol,hyundai,no
25537,4100,limousine,2006,manual,82,150000,diesel,mercedes_benz,no
25538,2300,small car,2004,manual,65,150000,petrol,kia,no
25539,19500,cabrio,2006,automatic,367,125000,petrol,bmw,no
25540,6500,limousine,2002,automatic,224,150000,diesel,audi,no
25541,7999,small car,2009,manual,86,70000,petrol,volkswagen,no
25542,2299,station wagon,2003,manual,68,150000,petrol,skoda,no
25543,2600,small car,2005,manual,105,150000,petrol,kia,no
25544,1500,coupe,1991,automatic,95,50000,petrol,chevrolet,no
25545,2750,small car,2002,automatic,54,125000,petrol,smart,no
25546,26250,cabrio,2012,automatic,184,50000,petrol,bmw,no
25547,3000,small car,2005,manual,60,60000,petrol,opel,no
25548,10700,bus,2013,manual,155,150000,diesel,ford,no
25549,600,station wagon,1998,manual,100,150000,petrol,seat,no
25550,10000,limousine,2007,automatic,170,150000,diesel,mercedes_benz,no
25551,9800,limousine,2003,automatic,163,60000,petrol,mercedes_benz,no
25552,3390,station wagon,2008,manual,110,150000,diesel,opel,no
25553,500,small car,1998,manual,60,150000,diesel,volkswagen,no
25554,555,small car,1999,manual,59,150000,petrol,renault,yes
25555,2000,bus,2002,manual,144,150000,diesel,kia,no
25556,8999,small car,2014,automatic,71,20000,petrol,smart,no
25557,3200,bus,2005,manual,109,150000,diesel,mercedes_benz,no
25558,11500,station wagon,2008,manual,239,150000,diesel,audi,no
25559,2740,small car,2005,manual,86,60000,petrol,hyundai,no
25560,1600,bus,2000,manual,60,150000,diesel,mercedes_benz,no
25561,2950,small car,2004,manual,75,150000,diesel,skoda,no
25562,1850,coupe,2016,manual,58,90000,petrol,renault,no
25563,13300,cabrio,2006,manual,150,60000,petrol,bmw,no
25564,1500,small car,2006,manual,45,90000,petrol,volkswagen,yes
25565,66900,limousine,2011,automatic,500,50000,petrol,porsche,no
25566,550,small car,1996,manual,50,125000,petrol,ford,no
25567,5999,coupe,2007,manual,140,150000,petrol,opel,no
25568,900,small car,1999,automatic,40,100000,petrol,smart,yes
25569,5900,station wagon,2008,manual,105,150000,diesel,volkswagen,no
25570,14300,suv,2014,manual,110,40000,diesel,dacia,no
25571,20845,cabrio,2007,automatic,232,80000,diesel,audi,no
25572,2520,station wagon,2008,manual,111,150000,petrol,renault,no
25573,1400,station wagon,1998,manual,136,150000,petrol,mercedes_benz,yes
25574,3450,small car,2005,manual,54,70000,petrol,volkswagen,no
25575,2700,station wagon,2003,automatic,155,150000,petrol,opel,no
25576,7000,limousine,2009,manual,110,150000,diesel,volkswagen,yes
25577,6900,bus,1999,automatic,116,150000,petrol,volkswagen,no
25578,1200,limousine,1990,manual,54,150000,diesel,volkswagen,no
25579,5900,station wagon,1980,manual,65,90000,diesel,mercedes_benz,no
25580,6450,bus,2005,manual,150,125000,petrol,opel,no
25581,2350,coupe,1998,automatic,218,150000,petrol,mercedes_benz,no
25582,2399,small car,2007,manual,58,100000,petrol,renault,no
25583,2390,limousine,2005,manual,113,150000,diesel,kia,no
25584,4200,limousine,2002,automatic,101,150000,diesel,volkswagen,no
25585,2799,small car,2009,manual,81,125000,petrol,dacia,no
25586,15120,limousine,2006,automatic,387,150000,petrol,mercedes_benz,no
25587,6490,suv,2006,manual,177,150000,diesel,toyota,yes
25588,2750,limousine,2003,manual,140,150000,diesel,ford,no
25589,3999,bus,2004,manual,136,150000,diesel,volkswagen,no
25590,1200,small car,2000,manual,75,150000,petrol,volkswagen,no
25591,10900,limousine,2011,manual,86,50000,petrol,volkswagen,no
25592,19500,bus,2014,manual,110,50000,diesel,mercedes_benz,no
25593,18500,suv,2006,automatic,200,150000,diesel,mercedes_benz,no
25594,14399,limousine,2009,manual,143,150000,diesel,audi,no
25595,1999,station wagon,1999,manual,116,150000,diesel,volkswagen,no
25596,17890,coupe,2011,automatic,156,70000,petrol,mercedes_benz,no
25597,35,coupe,1990,manual,150,5000,petrol,opel,no
25598,990,small car,1999,manual,88,150000,petrol,mazda,no
25599,2400,limousine,2005,manual,105,150000,petrol,kia,no
25600,1350,coupe,2017,automatic,102,150000,petrol,mercedes_benz,no
25601,6999,station wagon,2004,automatic,204,150000,diesel,bmw,no
25602,1750,limousine,2002,manual,103,150000,petrol,fiat,no
25603,690,small car,2002,manual,60,150000,petrol,fiat,no
25604,26900,cabrio,2008,automatic,295,150000,petrol,porsche,no
25605,3700,small car,2006,manual,94,70000,petrol,suzuki,no
25606,5990,station wagon,2005,manual,180,150000,diesel,audi,no
25607,5400,small car,2003,manual,116,125000,petrol,mini,no
25608,1650,small car,2001,manual,60,150000,petrol,volkswagen,no
25609,1400,limousine,2001,manual,105,150000,petrol,volkswagen,no
25610,8950,cabrio,2002,manual,170,150000,petrol,bmw,no
25611,2200,coupe,1999,manual,170,150000,petrol,bmw,no
25612,5900,limousine,2002,automatic,192,150000,petrol,bmw,no
25613,4490,bus,2006,manual,115,150000,petrol,ford,no
25614,3200,station wagon,2006,manual,140,150000,diesel,volkswagen,no
25615,580,coupe,2016,manual,150,150000,petrol,bmw,yes
25616,7000,bus,2008,manual,120,150000,diesel,fiat,no
25617,6000,limousine,2006,manual,143,150000,diesel,bmw,no
25618,900,small car,1999,manual,60,125000,petrol,ford,no
25619,7100,small car,2013,automatic,71,30000,diesel,smart,no
25620,14499,limousine,2005,automatic,233,150000,diesel,audi,no
25621,9900,station wagon,2008,automatic,177,150000,petrol,audi,no
25622,1800,small car,2000,manual,75,5000,petrol,opel,no
25623,2400,station wagon,2001,manual,180,5000,diesel,audi,no
25624,3450,cabrio,2006,manual,109,90000,petrol,peugeot,no
25625,5690,bus,2008,manual,109,150000,cng,volkswagen,no
25626,2300,limousine,2000,manual,118,150000,petrol,bmw,no
25627,1700,coupe,2017,manual,60,150000,petrol,renault,no
25628,6850,coupe,2018,manual,75,50000,petrol,volkswagen,no
25629,3290,small car,2002,manual,75,80000,petrol,volkswagen,no
25630,100,limousine,1997,manual,75,150000,petrol,honda,yes
25631,3999,station wagon,2003,automatic,184,150000,diesel,bmw,no
25632,3599,station wagon,2006,manual,135,80000,petrol,mitsubishi,no
25633,9500,station wagon,2007,manual,179,150000,diesel,audi,no
25634,2200,limousine,1991,manual,110,150000,petrol,mercedes_benz,no
25635,4550,bus,2006,manual,120,150000,diesel,citroen,no
25636,5250,small car,2010,manual,68,70000,petrol,citroen,no
25637,1400,small car,1999,manual,60,150000,petrol,volkswagen,no
25638,5500,limousine,1991,manual,75,150000,diesel,mercedes_benz,no
25639,1700,limousine,2000,manual,150,150000,petrol,audi,no
25640,4500,station wagon,2009,manual,109,150000,diesel,peugeot,no
25641,4500,bus,2007,automatic,105,125000,petrol,opel,no
25642,6500,small car,2008,manual,95,80000,petrol,mini,no
25643,5350,cabrio,2007,manual,90,80000,petrol,opel,no
25644,555,small car,1996,manual,75,150000,petrol,volkswagen,no
25645,10800,bus,2003,manual,102,150000,diesel,volkswagen,no
25646,6690,small car,2008,manual,105,100000,petrol,volkswagen,no
25647,6950,small car,2012,manual,92,150000,diesel,peugeot,no
25648,1600,station wagon,1999,manual,75,150000,petrol,opel,no
25649,8400,limousine,2008,manual,105,150000,diesel,volkswagen,no
25650,16850,station wagon,2012,manual,170,90000,diesel,seat,no
25651,5500,station wagon,2007,manual,105,150000,diesel,volkswagen,no
25652,700,limousine,1977,manual,116,150000,petrol,opel,yes
25653,7690,limousine,2006,automatic,129,90000,petrol,bmw,no
25654,3000,limousine,2001,manual,136,150000,petrol,honda,no
25655,6950,station wagon,2007,manual,140,150000,diesel,volkswagen,no
25656,1,coupe,2017,manual,131,150000,diesel,ford,no
25657,3850,station wagon,2003,automatic,143,150000,diesel,mercedes_benz,no
25658,9500,suv,2009,manual,103,125000,diesel,nissan,no
25659,12500,small car,2014,manual,82,20000,petrol,ford,no
25660,8499,cabrio,2006,manual,150,150000,petrol,bmw,no
25661,1250,small car,2004,manual,116,5000,petrol,bmw,yes
25662,1325,small car,2002,manual,50,100000,petrol,ford,no
25663,1350,limousine,2001,manual,98,125000,petrol,mazda,no
25664,19500,suv,2006,manual,122,125000,diesel,land_rover,no
25665,380,limousine,1991,manual,90,150000,petrol,volkswagen,no
25666,7200,station wagon,2006,manual,129,90000,petrol,toyota,no
25667,1800,station wagon,1999,manual,102,150000,diesel,mercedes_benz,no
25668,1200,station wagon,2003,manual,150,150000,diesel,renault,yes
25669,1800,station wagon,2003,manual,101,150000,diesel,volkswagen,no
25670,16450,station wagon,2011,manual,204,125000,diesel,mercedes_benz,no
25671,3900,cabrio,2007,automatic,41,125000,diesel,smart,no
25672,2950,small car,2004,manual,60,80000,petrol,fiat,no
25673,2590,limousine,2001,automatic,192,150000,petrol,bmw,no
25674,800,small car,2001,manual,75,150000,petrol,opel,no
25675,6200,bus,2006,manual,150,150000,diesel,opel,no
25676,4500,small car,2006,manual,80,100000,petrol,opel,no
25677,999,coupe,2017,manual,75,150000,petrol,opel,no
25678,6900,small car,2003,manual,163,150000,petrol,mini,no
25679,2200,limousine,1997,automatic,116,125000,petrol,bmw,no
25680,1599,cabrio,1996,manual,116,150000,petrol,volkswagen,no
25681,8750,limousine,2009,automatic,170,150000,diesel,volkswagen,no
25682,1650,small car,1991,manual,113,125000,petrol,volkswagen,no
25683,4440,coupe,2017,manual,139,150000,petrol,mercedes_benz,no
25684,4200,small car,2006,manual,101,150000,diesel,opel,no
25685,2990,coupe,2001,automatic,163,150000,petrol,mercedes_benz,no
25686,6200,station wagon,2005,manual,140,150000,diesel,audi,no
25687,3200,small car,2009,manual,58,80000,petrol,renault,no
25688,1200,small car,2002,manual,56,150000,petrol,daihatsu,no
25689,10800,bus,2012,manual,163,125000,diesel,chevrolet,no
25690,9800,small car,2013,manual,95,40000,diesel,opel,no
25691,11500,small car,2010,automatic,105,70000,petrol,volkswagen,no
25692,21900,limousine,2013,automatic,156,30000,petrol,mercedes_benz,no
25693,5500,limousine,1988,manual,140,70000,petrol,audi,no
25694,8300,small car,2012,manual,70,60000,petrol,volkswagen,no
25695,7500,small car,2011,manual,75,80000,diesel,volkswagen,no
25696,1300,station wagon,2002,manual,101,150000,petrol,opel,yes
25697,500,limousine,1999,manual,107,150000,petrol,renault,no
25698,4350,station wagon,2008,manual,101,150000,petrol,ford,no
25699,2500,bus,2002,manual,140,125000,petrol,renault,no
25700,5300,limousine,2005,manual,129,150000,petrol,bmw,no
25701,17999,station wagon,2013,manual,160,40000,diesel,opel,no
25702,600,bus,1992,manual,77,150000,diesel,volkswagen,yes
25703,1650,limousine,1999,manual,101,150000,petrol,volkswagen,no
25704,9900,limousine,1989,automatic,179,150000,petrol,mercedes_benz,no
25705,700,small car,1999,manual,90,150000,diesel,seat,no
25706,750,small car,1998,manual,100,150000,petrol,volkswagen,no
25707,600,small car,1995,manual,90,150000,petrol,volkswagen,yes
25708,2800,limousine,2002,manual,131,30000,diesel,volkswagen,no
25709,1450,bus,2000,manual,82,150000,diesel,mercedes_benz,no
25710,4900,cabrio,2005,manual,141,125000,petrol,chrysler,no
25711,13600,limousine,2011,manual,140,50000,diesel,ford,no
25712,700,station wagon,1998,manual,90,150000,diesel,volkswagen,no
25713,2250,small car,2003,manual,54,125000,petrol,volkswagen,no
25714,4000,station wagon,2010,manual,90,150000,diesel,ford,no
25715,13550,suv,2011,manual,122,60000,petrol,mini,no
25716,1800,limousine,2004,manual,103,150000,petrol,rover,no
25717,2200,limousine,2002,manual,150,150000,diesel,bmw,no
25718,2990,cabrio,2002,automatic,147,150000,petrol,opel,no
25719,1500,suv,1997,manual,99,150000,diesel,mitsubishi,yes
25720,1999,small car,2000,manual,102,125000,petrol,mercedes_benz,no
25721,950,small car,2001,manual,75,150000,petrol,opel,no
25722,1999,small car,2001,manual,60,150000,petrol,volkswagen,no
25723,799,station wagon,1996,manual,150,150000,petrol,audi,no
25724,1400,coupe,2018,manual,68,150000,petrol,dacia,yes
25725,38950,coupe,2015,automatic,190,50000,diesel,bmw,no
25726,1350,station wagon,1999,manual,101,150000,petrol,opel,no
25727,82987,cabrio,2010,automatic,320,20000,petrol,porsche,no
25728,9300,coupe,2010,manual,179,80000,petrol,renault,no
25729,8990,small car,2014,manual,69,10000,petrol,fiat,no
25730,2000,bus,2000,automatic,150,150000,petrol,honda,no
25731,499,limousine,1991,manual,90,150000,petrol,volkswagen,no
25732,15999,limousine,2001,manual,489,150000,petrol,volkswagen,no
25733,15400,cabrio,2007,manual,163,70000,petrol,mercedes_benz,no
25734,3300,small car,2005,manual,109,125000,petrol,smart,no
25735,1800,small car,2004,manual,60,150000,petrol,fiat,no
25736,4000,station wagon,2001,automatic,120,125000,petrol,volkswagen,no
25737,2799,small car,2005,manual,75,150000,petrol,seat,no
25738,1799,station wagon,2001,manual,150,150000,diesel,ford,no
25739,1200,small car,2001,automatic,61,150000,diesel,volkswagen,no
25740,1250,station wagon,1999,manual,60,150000,petrol,seat,no
25741,5000,coupe,2005,manual,140,150000,petrol,opel,no
25742,1790,bus,2006,manual,69,150000,diesel,citroen,no
25743,26900,limousine,2008,automatic,235,150000,diesel,mercedes_benz,no
25744,14000,station wagon,2008,manual,170,125000,petrol,bmw,no
25745,1200,coupe,2017,automatic,193,150000,petrol,audi,no
25746,12999,coupe,2008,automatic,190,150000,diesel,audi,no
25747,5500,station wagon,2006,automatic,140,150000,diesel,volkswagen,yes
25748,2000,station wagon,2005,manual,120,150000,diesel,renault,no
25749,6600,limousine,1964,manual,39,60000,petrol,opel,no
25750,100,coupe,2000,manual,60,150000,petrol,ford,no
25751,1300,small car,2001,manual,50,150000,petrol,seat,no
25752,29970,cabrio,2014,automatic,150,40000,diesel,audi,no
25753,3990,small car,2007,manual,75,150000,diesel,volkswagen,no
25754,10800,limousine,2010,manual,163,150000,diesel,volvo,no
25755,10990,station wagon,2011,manual,106,100000,diesel,renault,no
25756,6000,bus,2007,manual,140,100000,petrol,opel,no
25757,900,station wagon,1999,manual,125,150000,petrol,audi,no
25758,3700,coupe,2000,automatic,197,150000,petrol,mercedes_benz,no
25759,150,small car,1997,manual,55,150000,petrol,fiat,no
25760,13900,small car,2011,automatic,109,80000,diesel,mercedes_benz,no
25761,850,coupe,2016,manual,75,150000,petrol,seat,no
25762,5590,small car,2011,automatic,61,30000,petrol,smart,no
25763,3950,small car,2008,manual,60,80000,petrol,skoda,no
25764,650,station wagon,1998,automatic,170,150000,petrol,mercedes_benz,yes
25765,3390,bus,2005,manual,90,150000,diesel,volkswagen,no
25766,6950,limousine,2005,automatic,224,150000,diesel,audi,no
25767,5400,limousine,2006,automatic,170,150000,diesel,volkswagen,no
25768,6700,coupe,2017,automatic,102,150000,petrol,audi,no
25769,1800,limousine,2005,manual,105,90000,petrol,kia,no
25770,2499,limousine,1987,automatic,102,150000,petrol,mercedes_benz,no
25771,8500,small car,2010,manual,86,70000,petrol,seat,no
25772,3455,station wagon,2002,automatic,115,150000,diesel,mercedes_benz,no
25773,3633,station wagon,2003,automatic,179,150000,diesel,audi,no
25774,1999,bus,2005,manual,97,150000,cng,opel,no
25775,9800,cabrio,2012,manual,120,100000,petrol,peugeot,no
25776,950,limousine,1994,manual,88,150000,petrol,citroen,no
25777,888,small car,1990,automatic,72,5000,petrol,volkswagen,no
25778,3650,small car,2005,manual,75,150000,petrol,volkswagen,no
25779,10999,suv,2011,manual,122,70000,petrol,skoda,yes
25780,1250,cabrio,1996,manual,71,150000,petrol,opel,no
25781,9200,small car,2014,manual,68,50000,cng,volkswagen,no
25782,4999,small car,2008,manual,60,90000,petrol,volkswagen,no
25783,66000,limousine,2015,automatic,326,10000,diesel,audi,no
